A,d,I
21.074256853881955,0.15564787744623565,0.09201592134583646
35.651668668600294,0.15168107939790423,0.14018663102348008
35.15289811796251,0.15168992954206198,0.13968761033686386
35.52360671953739,0.15173952398602683,0.1404371011740029
35.25946867269135,0.15181849332273412,0.13643434132495036
35.24730823587626,0.15156072467867518,0.13899993247222156
21.004582169521594,0.1558426986465039,0.09282253449279072
34.03537059848751,0.15174171258523977,0.13546187155808112
35.164422555683146,0.15200707167934085,0.13856216200604884
35.15508761736987,0.1519175684181268,0.13843528829673335
35.255694927255206,0.15154964358438305,0.13912059101264374
35.152898996402136,0.1519847311172719,0.13906316285440604
35.15073597774387,0.15191718712870847,0.14039355812883678
20.988896757468527,0.15546555631304804,0.09096121797585043
20.56810688445122,0.1556674410181778,0.08905075773000751
35.218191052034996,0.15184711462471712,0.139570983423513
33.62359570917573,0.15184857181860767,0.1311130312679763
19.469376169897757,0.15615903153067237,0.08531566078879495
35.29123660985586,0.15159754188715915,0.13850121041633914
35.48863689943742,0.15166348125366064,0.14281770881109518
35.11806136458237,0.15157999345576262,0.13766450172675107
35.178316521583255,0.1516926105852232,0.1381844516477397
20.611189182661118,0.1554907787872569,0.08750480393480327
35.12176822192644,0.15192458006467796,0.14115408391410714
35.13946835788993,0.15171400855773645,0.13886415284387527
20.45490379838503,0.15536476335014934,0.08572753016153697
35.20121855956913,0.15168175966908773,0.13683836110065142
35.527578416738955,0.15160002417128307,0.1394881873206004
35.264269179967926,0.15181299841553234,0.13756943407983108
35.19697327631806,0.15161931550223387,0.13885107646493636
35.368221827743966,0.1517452927819839,0.13898495161669633
17.664301082156694,0.15764939597411207,0.08108733313405257
35.33303638901626,0.15168266296863922,0.13979965755305165
35.125353172279766,0.15175951620037703,0.13654830864250672
35.14628922984541,0.1517808283539734,0.13991110295188391
35.23329795153451,0.15188717576735147,0.1384546933909378
35.124915767325966,0.15206364458928784,0.14061770587044187
20.15358458865819,0.1557674334075939,0.08642206750568167
35.19393806678025,0.1516183524002206,0.13987660310347755
35.17557362124842,0.1518803273375424,0.13822591953293906
19.624190412415533,0.15609239936972286,0.08434822445275651
35.23224492765919,0.15193010702802393,0.13735386336235353
35.05140877520871,0.15156600818440727,0.13670683423396146
33.94899902765382,0.15126656905077543,0.12791724331003462
35.1313148769994,0.15189420292217615,0.13943094484202637
19.884611469140598,0.15609876093474853,0.08686752786196954
20.13476569478814,0.15605471060403886,0.08754782286805102
21.455200436336316,0.15535489595489685,0.09144385374887493
35.45998241652053,0.15172253840676603,0.1391193471178899
21.171927294309796,0.15554012922203322,0.09116103917403333
